HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms
HGNC:49855	STX8P1	syntaxin 8 pseudogene 1		
HGNC:11428	STX10	syntaxin 10		hsyn10, SYN10
HGNC:11429	STX11	syntaxin 11		
HGNC:11430	STX12	syntaxin 12		STX13, STX14
HGNC:11431	STX16	syntaxin 16		hsyn16, SYN16
HGNC:41993	STX16-NPEPL1	STX16-NPEPL1 readthrough (NMD candidate)		
HGNC:11432	STX17	syntaxin 17		FLJ20651
HGNC:51174	STX17-AS1	STX17 antisense RNA 1		
HGNC:15942	STX18	syntaxin 18		Ufe1
HGNC:48877	STX18-AS1	STX18 antisense RNA 1 (head to head)		LOC100507266
HGNC:41415	STX18-IT1	STX18 intronic transcript 1		
HGNC:43995	STX18P1	syntaxin 18 pseudogene 1		
HGNC:19300	STX19	syntaxin 19		MGC21382
HGNC:11444	STXBP1	syntaxin binding protein 1		hUNC18, MUNC18-1, UNC18, rbSec1
HGNC:11445	STXBP2	syntaxin binding protein 2		UNC18B, Hunc18b
HGNC:11446	STXBP3	syntaxin binding protein 3		UNC-18C
HGNC:19694	STXBP4	syntaxin binding protein 4		Synip, MGC50337
HGNC:19665	STXBP5	syntaxin binding protein 5		tomosyn, LLGL3
HGNC:44183	STXBP5-AS1	STXBP5 antisense RNA 1		
HGNC:30757	STXBP5L	syntaxin binding protein 5 like		KIAA1006, LLGL4
HGNC:19666	STXBP6	syntaxin binding protein 6		amisyn, HSPC156
HGNC:18889	STYK1	serine/threonine/tyrosine kinase 1		SuRTK106, DKFZp761P1010, NOK
HGNC:11447	STYX	serine/threonine/tyrosine interacting protein		
HGNC:18165	STYXL1	serine/threonine/tyrosine interacting-like 1	DUSP24	MK-STYX
HGNC:19985	SUB1	SUB1 homolog, transcriptional regulator		PC4, p15, p14
HGNC:32300	SUB1P1	SUB1 homolog, transcriptional regulator pseudogene 1		
HGNC:43992	SUB1P2	SUB1 homolog, transcriptional regulator pseudogene 2		
HGNC:43993	SUB1P3	SUB1 homolog, transcriptional regulator pseudogene 3		
HGNC:43994	SUB1P4	SUB1 homolog, transcriptional regulator pseudogene 4		
HGNC:11448	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit		
HGNC:39965	SUCLA2-AS1	SUCLA2 antisense RNA 1		
HGNC:21632	SUCLA2P1	succinate-CoA ligase, ADP-forming, beta subunit pseudogene 1	SUCLA2P	Em:AB014080.4
HGNC:38102	SUCLA2P2	succinate-CoA ligase, ADP-forming, beta subunit pseudogene 2		
HGNC:38103	SUCLA2P3	succinate-CoA ligase, ADP-forming, beta subunit pseudogene 3		
HGNC:11449	SUCLG1	succinate-CoA ligase, alpha subunit		
HGNC:11450	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit		
HGNC:49643	SUCLG2-AS1	SUCLG2 antisense RNA 1 (head to head)		
HGNC:43996	SUCLG2P1	succinate-CoA ligase, GDP-forming, beta subunit pseudogene 1		
HGNC:43997	SUCLG2P2	succinate-CoA ligase, GDP-forming, beta subunit pseudogene 2		
HGNC:43998	SUCLG2P3	succinate-CoA ligase, GDP-forming, beta subunit pseudogene 3		
HGNC:43999	SUCLG2P4	succinate-CoA ligase, GDP-forming, beta subunit pseudogene 4		
HGNC:4542	SUCNR1	succinate receptor 1	GPR91	
HGNC:1240	SUCO	SUN domain containing ossification factor	C1orf9	CH1, SLP1, OPT
HGNC:29545	SUDS3	SDS3 homolog, SIN3A corepressor complex component		SDS3, FLJ00052, SAP45
HGNC:44000	SUDS3P1	SDS3 homolog, SIN3A corepressor complex component pseudogene 1		
HGNC:16466	SUFU	SUFU negative regulator of hedgehog signaling		SUFUH, SUFUXL, PRO1280
HGNC:16001	SUGCT	succinyl-CoA:glutarate-CoA transferase	C7orf10	FLJ11808, ORF19, DERP13
HGNC:18643	SUGP1	SURP and G-patch domain containing 1	SF4	F23858, DKFZp434E2216, RBP
HGNC:18641	SUGP2	SURP and G-patch domain containing 2	SFRS14	KIAA0365
HGNC:16987	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone		SGT1
HGNC:19384	SUGT1P1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 1	SUGT1P	bA255A11.1, SGT1P, MGC15151
HGNC:31377	SUGT1P2	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 2		
HGNC:20513	SUGT1P3	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3	SUGT1L1	
HGNC:20391	SULF1	sulfatase 1		KIAA1077, SULF-1
HGNC:20392	SULF2	sulfatase 2		KIAA1247, HSULF-2, SULF-2
HGNC:11453	SULT1A1	sulfotransferase family 1A member 1	STP, STP1	P-PST
HGNC:11454	SULT1A2	sulfotransferase family 1A member 2	STP2	HAST4
HGNC:11455	SULT1A3	sulfotransferase family 1A member 3	STM	TL-PST
HGNC:30004	SULT1A4	sulfotransferase family 1A member 4		
HGNC:17845	SULT1B1	sulfotransferase family 1B member 1		ST1B2
HGNC:11456	SULT1C2	sulfotransferase family 1C member 2	SULT1C1	ST1C1
HGNC:33545	SULT1C2P1	sulfotransferase family 1C member 2 pseudogene 1		SULT1C1P
HGNC:51595	SULT1C2P2	sulfotransferase family, cytosolic, 1C, member 2 pseudogene 2		
HGNC:33543	SULT1C3	sulfotransferase family 1C member 3		
HGNC:11457	SULT1C4	sulfotransferase family 1C member 4	SULT1C2	SULT1C
HGNC:30659	SULT1D1P	sulfotransferase family 1D member 1, pseudogene		SULT1D1
HGNC:11377	SULT1E1	sulfotransferase family 1E member 1	STE	EST
HGNC:11458	SULT2A1	sulfotransferase family 2A member 1	STD	DHEA-ST
HGNC:11459	SULT2B1	sulfotransferase family 2B member 1		HSST2
HGNC:14903	SULT4A1	sulfotransferase family 4A member 1		SULTX3, hBR-STL-1
HGNC:33433	SULT6B1	sulfotransferase family 6B member 1		
HGNC:11452	SULT~withdrawn	entry withdrawn		
HGNC:20376	SUMF1	sulfatase modifying factor 1		FGE, UNQ3037
HGNC:20415	SUMF2	sulfatase modifying factor 2		DKFZp566I1024
HGNC:12502	SUMO1	small ubiquitin-like modifier 1	UBL1	PIC1, GMP1, SMT3C, SUMO-1, SMT3H3, OFC10
HGNC:33148	SUMO1P1	SUMO1 pseudogene 1	UBL2, UBL6	PIC1L
HGNC:33149	SUMO1P2	SUMO1 pseudogene 2		
HGNC:33150	SUMO1P3	SUMO1 pseudogene 3		
HGNC:33151	SUMO1P4	SUMO1 pseudogene 4		
HGNC:33152	SUMO1P5	SUMO1 pseudogene 5		
HGNC:11125	SUMO2	small ubiquitin-like modifier 2	SMT3H2	SMT3B
HGNC:13985	SUMO2P1	SUMO2 pseudogene 1	SMT3H2P, SUMO2P	SMT3Bp, dJ271M21
HGNC:39012	SUMO2P2	SUMO2 pseudogene 2		
HGNC:39013	SUMO2P3	SUMO2 pseudogene 3		
HGNC:39014	SUMO2P4	SUMO2 pseudogene 4		
HGNC:39015	SUMO2P5	SUMO2 pseudogene 5		
HGNC:39016	SUMO2P6	SUMO2 pseudogene 6		
HGNC:39017	SUMO2P7	SUMO2 pseudogene 7		
HGNC:39018	SUMO2P8	SUMO2 pseudogene 8		
HGNC:49348	SUMO2P10	SUMO2 pseudogene 10		
HGNC:49349	SUMO2P11	SUMO2 pseudogene 11		
HGNC:49350	SUMO2P12	SUMO2 pseudogene 12		
HGNC:49351	SUMO2P13	SUMO2 pseudogene 13		
HGNC:49352	SUMO2P14	SUMO2 pseudogene 14		
HGNC:49353	SUMO2P15	SUMO2 pseudogene 15		
HGNC:49354	SUMO2P16	SUMO2 pseudogene 16		
HGNC:49358	SUMO2P17	SUMO2 pseudogene 17		
HGNC:49356	SUMO2P18	SUMO2 pseudogene 18		
HGNC:49357	SUMO2P19	SUMO2 pseudogene 19		
HGNC:49355	SUMO2P20	SUMO2 pseudogene 20		
HGNC:11124	SUMO3	small ubiquitin-like modifier 3	SMT3H1	SMT3A
HGNC:21181	SUMO4	small ubiquitin-like modifier 4	SMT3H4, IDDM5	dJ281H8.4
HGNC:18587	SUN1	Sad1 and UNC84 domain containing 1	UNC84A	KIAA0810, FLJ12407
HGNC:14210	SUN2	Sad1 and UNC84 domain containing 2	UNC84B	
HGNC:22429	SUN3	Sad1 and UNC84 domain containing 3	SUNC1	MGC33329
HGNC:16252	SUN5	Sad1 and UNC84 domain containing 5	SPAG4L	dJ726C3.1, TSARG4
HGNC:11460	SUOX	sulfite oxidase		
HGNC:11461	SUP45L1~withdrawn	symbol withdrawn, see ETF1		
HGNC:11462	SUP45L2~withdrawn	symbol withdrawn, see ETF1P1		
HGNC:11463	SUP45L3~withdrawn	symbol withdrawn, see ETF1P2		
HGNC:11464	SUP45L4~withdrawn	symbol withdrawn, see ETF1P3		
HGNC:11466	SUPT3H	SPT3 homolog, SAGA and STAGA complex component		SPT3, SPT3L
HGNC:11467	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	SUPT4H	SPT4H, Spt4, Supt4a
HGNC:33981	SUPT4H1P1	SPT4 homolog, DSIF elongation factor subunit pseudogene	SUPT4H1P	
HGNC:50823	SUPT4H1P2	SPT4 homolog, DSIF elongation factor subunit pseudogene 2		
HGNC:11469	SUPT5H	SPT5 homolog, DSIF elongation factor subunit		SPT5H, SPT5, FLJ34157
HGNC:11470	SUPT6H	SPT6 homolog, histone chaperone		KIAA0162, SPT6H
HGNC:30632	SUPT7L	SPT7-like STAGA complex gamma subunit		STAF65gamma, KIAA0764, SPT7L, STAF65
HGNC:11465	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit		FACT, FACTP140, SPT16/CDC68, FLJ14010, FLJ10857, CDC68
HGNC:31388	SUPT16HP1	SPT16 homolog, facilitates chromatin remodeling subunit pseudogene 1	SUPT16HP	bcm670
HGNC:20596	SUPT20H	SPT20 homolog, SAGA complex component	C13orf19, FAM48A	SPT20, bA421P11.4, P38IP
HGNC:30773	SUPT20HL1	SPT20 homolog, SAGA complex component-like 1	FAM48B1	SPT20L
HGNC:31797	SUPT20HL2	SPT20 homolog, SAGA complex component-like 2	FAM48B2	
HGNC:11471	SUPV3L1	Suv3 like RNA helicase		SUV3
HGNC:11474	SURF1	surfeit 1		
HGNC:11475	SURF2	surfeit 2		
HGNC:11476	SURF4	surfeit 4		ERV29, FLJ22993, MGC102753
HGNC:11478	SURF6	surfeit 6		FLJ30322, RRP14
HGNC:37722	SURF6P1	surfeit 6 pseudogene 1		
HGNC:11472	SUR~withdrawn	symbol withdrawn, see ABCC8		
HGNC:25413	SUSD1	sushi domain containing 1		DKFZP761E1824
HGNC:30667	SUSD2	sushi domain containing 2		BK65A6.2, FLJ22778
HGNC:33889	SUSD2P1	sushi domain containing 2 pseudogene 1		
HGNC:35197	SUSD2P2	sushi domain containing 2 pseudogene 2		
HGNC:28391	SUSD3	sushi domain containing 3		MGC26847
HGNC:25470	SUSD4	sushi domain containing 4		FLJ10052
HGNC:29061	SUSD5	sushi domain containing 5		KIAA0527
HGNC:19956	SUSD6	sushi domain containing 6	KIAA0247	
HGNC:11479	SUV39H1	suppressor of variegation 3-9 homolog 1	SUV39H	KMT1A
HGNC:17287	SUV39H2	suppressor of variegation 3-9 homolog 2		FLJ23414, KMT1B
HGNC:17101	SUZ12	SUZ12 polycomb repressive complex 2 subunit		JJAZ1, KIAA0160, CHET9
HGNC:32421	SUZ12P1	SUZ12 polycomb repressive complex 2 subunit pseudogene 1	SUZ12P	
HGNC:43872	SUZ12P2	SUZ12 polycomb repressive complex 2 subunit pseudogene 2		
HGNC:20566	SV2A	synaptic vesicle glycoprotein 2A		SV2, KIAA0736
HGNC:16874	SV2B	synaptic vesicle glycoprotein 2B		KIAA0735, HsT19680
HGNC:30670	SV2C	synaptic vesicle glycoprotein 2C		
HGNC:29204	SVBP	small vasohibin binding protein	CCDC23	MGC45441
HGNC:15985	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	C9orf13	bA427L11.3, POLYDOM, FLJ13529
HGNC:11480	SVIL	supervillin		
HGNC:51219	SVIL-AS1	SVIL antisense RNA 1		
HGNC:44959	SVILP1	supervillin pseudogene 1		
HGNC:25238	SVIP	small VCP/p97-interacting protein		DKFZp313A2432
HGNC:25417	SVOP	SV2 related protein		DKFZp761H039
HGNC:27034	SVOPL	SVOP like		MGC46715
HGNC:11481	SVP65~withdrawn	symbol withdrawn, see SYT1		
HGNC:17070	SWAP70	SWAP switching B-cell complex 70kDa subunit		KIAA0640, SWAP-70
HGNC:31412	SWI5	SWI5 homologous recombination repair protein	C9orf119	bA395P17.9, SAE3
HGNC:26638	SWSAP1	SWIM-type zinc finger 7 associated protein 1	C19orf39	FLJ35119, ZSWIM7AP1, SWS1AP1
HGNC:16785	SWT1	SWT1, RNA endoribonuclease homolog	C1orf26	FLJ20121, HsSwt1
HGNC:16273	SYAP1	synapse associated protein 1		FLJ14495, PRO3113
HGNC:11484	SYB1~withdrawn	symbol withdrawn, see VAMP1		
HGNC:11485	SYB2~withdrawn	symbol withdrawn, see VAMP2		
HGNC:26011	SYBU	syntabulin		FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL
HGNC:28852	SYCE1	synaptonemal complex central element protein 1	C10orf94	bA108K14.6, CT76
HGNC:37236	SYCE1L	synaptonemal complex central element protein 1 like		MRP2
HGNC:27411	SYCE2	synaptonemal complex central element protein 2		CESC1
HGNC:35245	SYCE3	synaptonemal complex central element protein 3	C22orf41	
HGNC:18442	SYCN	syncollin	INSSA1	SYL, FLJ27441
HGNC:11487	SYCP1	synaptonemal complex protein 1		HOM-TES-14, SCP1, CT8
HGNC:11488	SYCP1L2~withdrawn	entry withdrawn		
HGNC:11489	SYCP1L3~withdrawn	entry withdrawn		
HGNC:11490	SYCP2	synaptonemal complex protein 2		SCP2
HGNC:21537	SYCP2L	synaptonemal complex protein 2 like	C6orf177	dJ62D2.1, NO145
HGNC:18130	SYCP3	synaptonemal complex protein 3		
HGNC:25824	SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)		7h3, FLJ13511
HGNC:25841	SYDE2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)		FLJ13815
HGNC:19824	SYF2	SYF2 pre-mRNA splicing factor	CBPIN	p29, DKFZp564O2082, NTC31, fSAP29
HGNC:19925	SYF2P1	SYF2 pre-mRNA splicing factor pseudogene 1	CBPINP, SYF2P	
HGNC:38139	SYF2P2	SYF2 pre-mRNA splicing factor pseudogene 2		
HGNC:11491	SYK	spleen tyrosine kinase		
HGNC:11492	SYM1~withdrawn	symbol withdrawn, see NOG		
HGNC:11493	SYM2	symphalangism 2 (distal)		
HGNC:22935	SYMPK	symplekin		SYM, SPK
HGNC:11494	SYN1	synapsin I		
HGNC:11495	SYN2	synapsin II		SYNII, SYNIIa, SYNIIb
HGNC:11496	SYN3	synapsin III		
HGNC:28897	SYNC	syncoilin, intermediate filament protein	SYNC1	SYNCOILIN
HGNC:16918	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein		NSAP1, GRY-RBP, dJ3J17.2, HNRPQ1, hnRNP-Q, HNRNPQ
HGNC:15885	SYNDIG1	synapse differentiation inducing 1	C20orf39, TMEM90B	FLJ14220, IFITMD5, SynDIG1
HGNC:32388	SYNDIG1L	synapse differentiation inducing 1 like	TMEM90A	capucin, IFITMD4
HGNC:17089	SYNE1	spectrin repeat containing, nuclear envelope 1	C6orf98	SYNE-1B, KIAA0796, 8B, Nesprin-1, enaptin, MYNE1, CPG2, dJ45H2.2, SCAR8, ARCA1, Nesp1
HGNC:40793	SYNE1-AS1	SYNE1 antisense RNA 1		
HGNC:17084	SYNE2	spectrin repeat containing, nuclear envelope 2		SYNE-2, DKFZP434H2235, Nesprin-2, NUANCE, NUA, KIAA1011, Nesp2
HGNC:19861	SYNE3	spectrin repeat containing, nuclear envelope family member 3	C14orf49	FLJ25605, NET53, Nesprin-3, Nesp3
HGNC:26703	SYNE4	spectrin repeat containing, nuclear envelope family member 4	C19orf46, DFNB76	FLJ36445, Nesprin-4, Nesp4
HGNC:11497	SYNGAP1	synaptic Ras GTPase activating protein 1		SYNGAP, RASA5, KIAA1938
HGNC:11498	SYNGR1	synaptogyrin 1		
HGNC:11499	SYNGR2	synaptogyrin 2		
HGNC:11500	SYNGR2P1	synaptogyrin 2 pseudogene 1	SYNGR2P	
HGNC:33947	SYNGR2P2	synaptogyrin 2 pseudogene 2		
HGNC:11501	SYNGR3	synaptogyrin 3		
HGNC:11502	SYNGR4	synaptogyrin 4		
HGNC:11503	SYNJ1	synaptojanin 1		INPP5G, PARK20
HGNC:11504	SYNJ2	synaptojanin 2		INPP5H
HGNC:41387	SYNJ2-IT1	SYNJ2 intronic transcript 1		
HGNC:18955	SYNJ2BP	synaptojanin 2 binding protein		Arip2
HGNC:48350	SYNJ2BP-COX16	SYNJ2BP-COX16 readthrough		
HGNC:24466	SYNM	synemin	DMN	KIAA0353, SYN
HGNC:30672	SYNPO	synaptopodin		KIAA1029
HGNC:17732	SYNPO2	synaptopodin 2		MYOPODIN
HGNC:23532	SYNPO2L	synaptopodin 2 like		FLJ12921
HGNC:16507	SYNPR	synaptoporin		MGC26651, SPO
HGNC:40774	SYNPR-AS1	SYNPR antisense RNA 1		
HGNC:557	SYNRG	synergin, gamma	AP1GBP1	SYNG, MGC104959
HGNC:11505	SYNS1~withdrawn	symbol withdrawn, see NOG		
HGNC:11506	SYP	synaptophysin		MRX96
HGNC:40571	SYP-AS1	SYP antisense RNA 1		
HGNC:11507	SYPL1	synaptophysin like 1	SYPL	
HGNC:27638	SYPL2	synaptophysin like 2		Mg29
HGNC:11508	SYR~withdrawn	symbol withdrawn, see YES1P1		
HGNC:16162	SYS1	Sys1 golgi trafficking protein	C20orf169	dJ453C12.4
HGNC:33535	SYS1-DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)		
HGNC:11509	SYT1	synaptotagmin 1	SYT, SVP65	P65
HGNC:11510	SYT2	synaptotagmin 2		
HGNC:11511	SYT3	synaptotagmin 3		
HGNC:11512	SYT4	synaptotagmin 4		KIAA1342, HsT1192
HGNC:11513	SYT5	synaptotagmin 5		
HGNC:18638	SYT6	synaptotagmin 6		
HGNC:11514	SYT7	synaptotagmin 7	PCANAP7	IPCA-7, SYT-VII, MGC150517
HGNC:19264	SYT8	synaptotagmin 8		DKFZp434K0322
HGNC:19265	SYT9	synaptotagmin 9		
HGNC:19266	SYT10	synaptotagmin 10		
HGNC:19239	SYT11	synaptotagmin 11		KIAA0080, MGC10881, MGC17226, DKFZp781D015
HGNC:18381	SYT12	synaptotagmin 12		SRG1
HGNC:14962	SYT13	synaptotagmin 13		KIAA1427
HGNC:23143	SYT14	synaptotagmin 14		sytXIV, FLJ34198
HGNC:33429	SYT14P1	synaptotagmin 14 pseudogene 1	SYT14L	SYTDEP, CHR415SYT
HGNC:17167	SYT15	synaptotagmin 15		CHR10SYT
HGNC:23142	SYT16	synaptotagmin 16	SYT14L	yt14r, CHR14SYT, Strep14
HGNC:24119	SYT17	synaptotagmin 17		
HGNC:15834	SYTIP2~withdrawn	symbol withdrawn, see NECAB3		
HGNC:15584	SYTL1	synaptotagmin like 1		SLP1, JFC1, FLJ14996, exophilin-7
HGNC:15585	SYTL2	synaptotagmin like 2		FLJ20163, FLJ21219, KIAA1597, exophilin-4, CHR11SYT, SLP2, SGA72M, MGC102768, PPP1R151
HGNC:15587	SYTL3	synaptotagmin like 3		SLP3, exophilin-6
HGNC:15588	SYTL4	synaptotagmin like 4		
HGNC:15589	SYTL5	synaptotagmin like 5		
HGNC:20738	SYVN1	synoviolin 1		HRD1, DER3
HGNC:30232	SZRD1	SUZ RNA binding domain containing 1	C1orf144	DKFZp566C0424
HGNC:29040	SZT2	seizure threshold 2 homolog (mouse)	C1orf84, KIAA0467	FLJ10387, SZT2B, RP11-506B15.1, FLJ34502, SZT2A
HGNC:41225	SZT2-AS1	SZT2 antisense RNA 1		
HGNC:11515	T	T brachyury transcription factor		
HGNC:11516	T3D~withdrawn	symbol withdrawn, see CD3D		
HGNC:17734	TAAR1	trace amine associated receptor 1	TRAR1	TAR1, TA1
HGNC:4514	TAAR2	trace amine associated receptor 2	GPR58	
HGNC:4513	TAAR3	trace amine associated receptor 3 (gene/pseudogene)	GPR57	
HGNC:31924	TAAR4P	trace amine associated receptor 4, pseudogene		
HGNC:30236	TAAR5	trace amine associated receptor 5		PNR
HGNC:20978	TAAR6	trace amine associated receptor 6	TRAR4	TA4
HGNC:31925	TAAR7P	trace amine associated receptor 7, pseudogene		
HGNC:14964	TAAR8	trace amine associated receptor 8	GPR102, TRAR5	TA5, TAR5
HGNC:20977	TAAR9	trace amine associated receptor 9 (gene/pseudogene)	TRAR3	TA3, TAR3
HGNC:18157	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	MAP3K7IP1	
HGNC:17075	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	MAP3K7IP2	KIAA0733
HGNC:30681	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	MAP3K7IP3	
HGNC:20176	TAB3-AS1	TAB3 antisense RNA 1	CXorf29	OTTHUMG00000021331
HGNC:40013	TAB3-AS2	TAB3 antisense RNA 2		
HGNC:37723	TAB3P1	TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1		
HGNC:11517	TAC1	tachykinin precursor 1	TAC2, NKNA	NPK
HGNC:11518	TAC1R~withdrawn	symbol withdrawn, see TACR1		
HGNC:11520	TAC2R~withdrawn	symbol withdrawn, see TACR2		
HGNC:11519	TAC2~withdrawn	symbol withdrawn, see TAC1		
HGNC:11521	TAC3	tachykinin 3	NKNB	ZNEUROK1, NKB
HGNC:16641	TAC4	tachykinin 4 (hemokinin)		HK-1, Pptc, PPT-C
HGNC:11522	TACC1	transforming acidic coiled-coil containing protein 1		
HGNC:44974	TACC1P1	transforming acidic coiled-coil containing protein 1 pseudogene 1		
HGNC:11523	TACC2	transforming acidic coiled-coil containing protein 2		AZU-1
HGNC:11524	TACC3	transforming acidic coiled-coil containing protein 3		ERIC1
HGNC:11525	TACE~withdrawn	symbol withdrawn, see ADAM17		
HGNC:24316	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	CCDC44	
HGNC:11526	TACR1	tachykinin receptor 1	TAC1R	SPR, NK1R, NKIR
HGNC:11527	TACR2	tachykinin receptor 2	TAC2R, NKNAR	SKR, NK2R
HGNC:11528	TACR3	tachykinin receptor 3		NK3R
HGNC:11530	TACSTD2	tumor-associated calcium signal transducer 2	M1S1	TROP2, GA733-1, EGP-1
HGNC:30631	TADA1	transcriptional adaptor 1	TADA1L	STAF42, ADA1, hADA1, HFI1
HGNC:11531	TADA2A	transcriptional adaptor 2A	TADA2L	ADA2, hADA2, ADA2A
HGNC:30781	TADA2B	transcriptional adaptor 2B		MGC21874
HGNC:19422	TADA3	transcriptional adaptor 3	TADA3L	FLJ20221, FLJ21329, ADA3, hADA3, NGG1
HGNC:11535	TAF1	TATA-box binding protein associated factor 1	TAF2A, BA2R, CCG1, CCGS, DYT3	NSCL2, TAFII250, KAT4, DYT3/TAF1
HGNC:11532	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A		TAFI48, SL1
HGNC:40573	TAF1A-AS1	TAF1A antisense RNA 1		
HGNC:11533	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B		TAFI63, SL1, RAF1B, RAFI63
HGNC:11534	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C		TAFI110, TAFI95, SL1, MGC:39976
HGNC:28759	TAF1D	TATA-box binding protein associated factor, RNA polymerase I subunit D	JOSD3	MGC5306, TAF(I)41
HGNC:18056	TAF1L	TATA-box binding protein associated factor 1 like		
HGNC:11536	TAF2	TATA-box binding protein associated factor 2	TAF2B	TAFII150, CIF150
HGNC:17303	TAF3	TATA-box binding protein associated factor 3		TAF140, TAFII140
HGNC:13648	TAF3A~withdrawn	symbol withdrawn, see GTF3BAP1		
HGNC:13649	TAF3B~withdrawn	symbol withdrawn, see GTF3BAP2		
HGNC:13650	TAF3C~withdrawn	symbol withdrawn, see BRF1		
HGNC:13651	TAF3D~withdrawn	symbol withdrawn, see GTF3BAP3		
HGNC:11537	TAF4	TATA-box binding protein associated factor 4	TAF4A, TAF2C1, TAF2C	TAFII130, TAFII135
HGNC:11538	TAF4B	TATA-box binding protein associated factor 4b	TAF2C2	TAFII105
HGNC:11539	TAF5	TATA-box binding protein associated factor 5	TAF2D	TAFII100
HGNC:17304	TAF5L	TATA-box binding protein associated factor 5 like		PAF65B
HGNC:24115	TAF5LP1	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa pseudogene 1	TAF5LP	HsT33855
HGNC:11540	TAF6	TATA-box binding protein associated factor 6	TAF2E	TAFII70, TAFII80, MGC:8964, TAFII85
HGNC:17305	TAF6L	TATA-box binding protein associated factor 6 like		PAF65A
HGNC:11541	TAF7	TATA-box binding protein associated factor 7	TAF2F	TAFII55
HGNC:11548	TAF7L	TATA-box binding protein associated factor 7 like	TAF2Q	CT40
HGNC:17300	TAF8	TATA-box binding protein associated factor 8	TBN	FLJ32821, TAF(II)43
HGNC:11542	TAF9	TATA-box binding protein associated factor 9	TAF2G	TAFII31, TAFII32, TAFIID32, MGC5067, CGI-137, MGC1603, MGC3647, AD-004
HGNC:17306	TAF9B	TATA-box binding protein associated factor 9b	TAF9L	TAFII31L, DN-7, DN7, TFIID-31
HGNC:30687	TAF9BP1	TATA-box binding protein associated factor 9b pseudogene 1		
HGNC:38836	TAF9BP2	TATA-box binding protein associated factor 9b pseudogene 2		
HGNC:31743	TAF9P1	TATA-box binding protein associated factor 9 pseudogene 1		
HGNC:31744	TAF9P2	TATA-box binding protein associated factor 9 pseudogene 2		
HGNC:30678	TAF9P3	TATA-box binding protein associated factor 9 pseudogene 3		TAF2GL
HGNC:11543	TAF10	TATA-box binding protein associated factor 10	TAF2H, TAF2A	TAFII30
HGNC:11544	TAF11	TATA-box binding protein associated factor 11	TAF2I	TAFII28
HGNC:11545	TAF12	TATA-box binding protein associated factor 12	TAF2J	TAFII20
HGNC:11546	TAF13	TATA-box binding protein associated factor 13	TAF2K	TAFII18
HGNC:18699	TAF13P1	TATA-box binding protein associated factor 13 pseudogene 1	TAF13P	
HGNC:38161	TAF13P2	TATA-box binding protein associated factor 13 pseudogene 2		
HGNC:11547	TAF15	TATA-box binding protein associated factor 15	TAF2N	hTAFII68, RBP56, Npl3
HGNC:15669	TAGAP	T-cell activation RhoGTPase activating protein		FLJ32631, IDDM21, ARHGAP47
HGNC:11553	TAGLN	transgelin		SM22, WS3-10, TAGLN1, SMCC, DKFZp686P11128
HGNC:11554	TAGLN2	transgelin 2		KIAA0120, HA1756
HGNC:21739	TAGLN2P1	transgelin 2 pseudogene 1		
HGNC:31039	TAGLN2P2	transgelin 2 pseudogene 2		
HGNC:29868	TAGLN3	transgelin 3		NP25, NP22
HGNC:11555	TAK1~withdrawn	symbol withdrawn, see MAP3K7		
HGNC:11556	TAL1	T-cell acute lymphocytic leukemia 1	TCL5	SCL, bHLHa17
HGNC:11557	TAL2	T-cell acute lymphocytic leukemia 2		bHLHa19
HGNC:11559	TALDO1	transaldolase 1		
HGNC:11560	TALDO1P1	transaldolase 1 pseudogene 1	TALDO, TALDOP1	TAL-H
HGNC:11558	TALDO~withdrawn	symbol withdrawn, see TALDO1P1		
HGNC:25187	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog	C3orf31	MGC16471, DKFZp434E0519
HGNC:11561	TAN1~withdrawn	symbol withdrawn, see NOTCH1		
HGNC:29364	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1		KIAA1728, ROLSB
